,Screen Name,Tweet,Date,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
121,BBCWorld,RT @BBCNews: The Trooping the Colour parade which marks the Queen's official birthday is underway in London. The Queen and Duke and Duchess…,2018-06-09 10:57:49+00:00,0.0,0.0,0.0,1.0,122
122,BBCWorld,Trump and Macron in handshake showdown at G7 summit https://t.co/ZlG6Um7Px8,2018-06-09 10:57:48+00:00,0.0,0.0,0.0,1.0,123
123,BBCWorld,Bride of Belsen Holocaust survivor Gena Turgel dies aged 95 https://t.co/XAZF4wgBUs,2018-06-09 10:44:05+00:00,0.3612,0.2,0.0,0.8,124
124,BBCWorld,"Form is temporary, class is permanent. Which counts more at the World Cup? 
⚽🏃‍♂️ @BBCRealityCheck has crunched the… https://t.co/XCRql73q54",2018-06-09 09:10:36+00:00,0.0,0.0,0.0,1.0,125
125,BBCWorld,Game of Thrones: HBO orders spinoff prequel pilot https://t.co/S4ucN26bky,2018-06-09 09:09:05+00:00,0.0,0.0,0.0,1.0,126
126,BBCWorld,G7 summit dogged by divisions between Trump and allies https://t.co/MHXoMA7KVo,2018-06-09 07:07:31+00:00,0.0,0.0,0.0,1.0,127
127,BBCWorld,Taliban agree three-day Eid ceasefire in Afghanistan https://t.co/WaVmsIdso0,2018-06-09 06:07:41+00:00,0.3612,0.263,0.0,0.737,128
128,BBCWorld,Anthony Bourdain: Chef breaks into tears remembering his friend https://t.co/VMvl8KSq3W,2018-06-09 03:52:37+00:00,0.3182,0.244,0.145,0.611,129
129,BBCWorld,Jobless young Italians abandon charms of south https://t.co/FcqWWWTKu2,2018-06-09 03:34:58+00:00,0.0,0.246,0.246,0.508,130
130,BBCWorld,India women pay tribute to Bollywood star Sridevi through cosplay https://t.co/rQjWBWWd3p,2018-06-09 03:14:00+00:00,-0.1027,0.0,0.123,0.877,131
131,BBCWorld,Tayyaba abuse case shines light on Pakistan's child maids https://t.co/sXsjI8bXcA,2018-06-09 03:09:29+00:00,-0.6369,0.0,0.318,0.682,132
132,BBCWorld,Maria Esther Bueno: Brazilian star of 1960s women's tennis dies https://t.co/hlcUIRhgcV,2018-06-09 01:59:35+00:00,0.0,0.0,0.0,1.0,133
133,BBCWorld,Trump Kim summit: Who's pulling the strings? https://t.co/GROmz0qgIX,2018-06-09 01:34:07+00:00,0.0,0.0,0.0,1.0,134
134,BBCWorld,Week in pictures: 2 - 8 June 2018 https://t.co/04QX8UWGZr,2018-06-09 01:26:51+00:00,0.0,0.0,0.0,1.0,135
135,BBCWorld,Anthony Bourdain: Why his travel shows had global appeal https://t.co/lrP0LJKC7n,2018-06-09 00:33:12+00:00,0.0,0.0,0.0,1.0,136
136,BBCWorld,China hackers steal data from US Navy contractor - reports https://t.co/A0UxMnLFFj,2018-06-08 23:10:00+00:00,-0.4939,0.0,0.262,0.738,137
137,BBCWorld,Why Russian workers are being taught how to smile https://t.co/K2vn2PyLt3,2018-06-08 23:10:00+00:00,0.3612,0.217,0.0,0.783,138
138,BBCWorld,'They keep me here so I can't attack' https://t.co/uqG5k3pvIF,2018-06-08 23:10:00+00:00,0.4277,0.288,0.0,0.712,139
139,BBCWorld,Barbed wire and smuggled crabs: Watching North Korea from China https://t.co/Vjgk1HoL9H,2018-06-08 23:10:00+00:00,-0.3612,0.0,0.2,0.8,140
140,BBCWorld,Why US suicide rate is on the rise https://t.co/6jqRzwhm8Q,2018-06-08 22:27:18+00:00,-0.6705,0.0,0.36,0.64,141
141,BBCWorld,US election 2018: The women lining up to topple Trump https://t.co/LOGxNymdY4,2018-06-08 21:49:36+00:00,0.0,0.0,0.0,1.0,142
142,BBCWorld,'Kim and Trump' buddy up in Singapore https://t.co/G0i7WJ60Kp,2018-06-08 21:49:36+00:00,0.0,0.0,0.0,1.0,143
143,BBCWorld,Cuba 'sonic attack': US tests two more Havana embassy staff https://t.co/rUEbx6eGMs,2018-06-08 20:26:04+00:00,0.0,0.0,0.0,1.0,144
144,BBCWorld,US soldier killed in Somalia firefight https://t.co/rEudHbzFIX,2018-06-08 20:02:34+00:00,-0.6705,0.0,0.429,0.571,145
145,BBCWorld,Why Turkey’s election matters to you https://t.co/ZvjTjYB9NB,2018-06-08 19:57:33+00:00,0.0258,0.155,0.0,0.845,146
146,BBCWorld,Mueller charges Manafort's right-hand man Konstantin Kilimnik https://t.co/q8UkWe7lxS,2018-06-08 19:50:10+00:00,-0.2732,0.0,0.231,0.769,147
147,BBCWorld,"RT @BBCBreaking: World leaders assemble for 'family photo' at G7 summit in Canada 

https://t.co/9TJ4sS5Kev https://t.co/ZWUrmO3cV5",2018-06-08 18:36:08+00:00,0.0,0.0,0.0,1.0,148
148,BBCWorld,Anthony Bourdain: Five of his tips for eating out https://t.co/LtHrUA3UZf,2018-06-08 18:19:47+00:00,0.0,0.0,0.0,1.0,149
149,BBCWorld,Could an emoji save your life in an earthquake? https://t.co/XYrmKybk1h,2018-06-08 18:17:32+00:00,0.4939,0.262,0.0,0.738,150
150,BBCWorld,US 'grants extradition' of former Panama President Ricardo Martinelli https://t.co/UAW2FYapUv,2018-06-08 17:50:19+00:00,0.2263,0.174,0.0,0.826,151
151,BBCWorld,"RT @BBCSport: Incredible.

Rafael Nadal is in the French Open final AGAIN.

LIVE👉https://t.co/9uGaa6ApEd
📻 @5livesport extra
#bbctennis #RG…",2018-06-08 16:19:04+00:00,0.0,0.0,0.0,1.0,152
152,BBCWorld,Pilot dies after plane crash-lands in Melbourne https://t.co/EMeKHmKRYj,2018-06-08 16:18:56+00:00,0.0,0.0,0.0,1.0,153
153,BBCWorld,Photojournalist Duncan dies aged 102 https://t.co/UiTmSm6hu9,2018-06-08 16:18:55+00:00,0.0,0.0,0.0,1.0,154
154,BBCWorld,Alligator knocks out trapper in Florida https://t.co/tVJz096hfE,2018-06-08 15:26:20+00:00,0.0,0.0,0.0,1.0,155
155,BBCWorld,"👨 See you later alligator! 
🐊 You're not getting rid of me that easily 

https://t.co/qQ1cgJlABC https://t.co/k42qn8mVcx",2018-06-08 15:11:34+00:00,0.4003,0.152,0.0,0.848,156
156,BBCWorld,Anthony Bourdain tributes celebrate his #MeToo support https://t.co/NHWLK8aJEa,2018-06-08 14:57:55+00:00,0.7506,0.516,0.0,0.484,157
157,BBCWorld,Ghana football head Kwesi Nyantakyi banned by Fifa over 'cash gift' https://t.co/KsfCRCM7gT,2018-06-08 14:57:55+00:00,-0.0258,0.182,0.189,0.629,158
158,BBCWorld,Congo warlord's conviction overturned https://t.co/5wXHGlhCwB,2018-06-08 14:46:00+00:00,0.0,0.0,0.0,1.0,159
159,BBCWorld,RT @bbcworldservice: How these children in Uganda are being taught to spot 'fake news'. https://t.co/bFElDeRRfs,2018-06-08 14:36:31+00:00,-0.4767,0.0,0.181,0.819,160
160,BBCWorld,RT @BBCNews: The Queen has successful cataract operation https://t.co/xsbqmA0rT5,2018-06-08 14:35:20+00:00,0.5859,0.322,0.0,0.678,161
161,BBCWorld,Chimamanda Ngozi Adichie: Changing men and opening doors https://t.co/ByW9IlvCmJ,2018-06-08 14:26:27+00:00,0.0,0.0,0.0,1.0,162
162,BBCWorld,The ghost village being reclaimed by nature https://t.co/vQ4NLtHSKq,2018-06-08 14:26:27+00:00,-0.3182,0.0,0.247,0.753,163
163,BBCWorld,Susanna Feldman murder: Suspect in German teen's killing arrested in Iraq https://t.co/NzRl3TOjBY,2018-06-08 13:53:16+00:00,-0.9371,0.0,0.643,0.357,164
164,BBCWorld,Muhammad Ali: President Trump mulls draft dodging pardon https://t.co/sE4Vgx0o3z,2018-06-08 13:22:41+00:00,0.2263,0.215,0.131,0.654,165
165,BBCWorld,South African company apologises for sexist beer campaign https://t.co/lio95mz2Vs,2018-06-08 12:26:05+00:00,0.2023,0.184,0.0,0.816,166
166,BBCWorld,"RT @BBCBreaking: US celebrity chef and writer Anthony Bourdain found dead in French hotel room at age of 61, his employer CNN says https://…",2018-06-08 12:04:07+00:00,-0.6486,0.0,0.158,0.842,167
167,BBCWorld,Anthony Bourdain: Celebrity chef found dead at 61 https://t.co/CSe1SfLbyh,2018-06-08 11:34:10+00:00,-0.6486,0.0,0.35,0.65,168
168,BBCWorld,"RT @BBC_HaveYourSay: What do you do when a loved one suffers from depression? If you are happy to do so, please share your stories with us.…",2018-06-08 11:18:49+00:00,0.7407,0.336,0.175,0.489,169
169,BBCWorld,"RT @BBCSteveR: President Putin's TV phone-in: ""democracy in action"" or ""the product of an inefficient system""?  My quick take on the marath…",2018-06-08 11:16:57+00:00,0.0,0.0,0.0,1.0,170
170,BBCWorld,RT @BBCEarth: Sir David Attenborough’s message for #WorldOceansDay. 🌊💙 https://t.co/H7x7bD25hZ,2018-06-08 11:09:25+00:00,0.0,0.0,0.0,1.0,171
171,BBCWorld,Stolen Christopher Columbus letter returned to Spain https://t.co/A9KGNYDvOz,2018-06-08 10:40:11+00:00,-0.4939,0.0,0.314,0.686,172
172,BBCWorld,Fortnite player first to reach elusive game island https://t.co/m5yHE8weV7,2018-06-08 10:30:17+00:00,0.0258,0.121,0.0,0.879,173
173,BBCWorld,Airbnb cancels thousands of bookings in Japan https://t.co/DVjm9AfyT1,2018-06-08 10:15:03+00:00,-0.2263,0.0,0.213,0.787,174
174,BBCWorld,Chinese house demolition halted because of swallow residents https://t.co/lfRVqFAXOW,2018-06-08 10:07:59+00:00,0.0,0.0,0.0,1.0,175
175,BBCWorld,Lullaby written for school-shooting drills https://t.co/drHquGiiyy,2018-06-08 09:53:26+00:00,0.0,0.0,0.0,1.0,176
176,BBCWorld,RT @bbcworldservice: What's happening to Botswana's disappearing birds of prey? https://t.co/r7ap3kXJhl,2018-06-08 09:47:46+00:00,0.0,0.0,0.0,1.0,177
177,BBCWorld,"""Who could survive this heat?"" 
Eddie Santiago returns to search for his family after the Guatemala volcano 🌋… https://t.co/GuW3Knrc7s",2018-06-08 09:35:22+00:00,0.0,0.0,0.0,1.0,178
178,BBCWorld,Trump-Kim summit: S Korean reporters arrested over N Korea 'trespass' https://t.co/wanY1HqpZg,2018-06-08 09:32:25+00:00,-0.4767,0.0,0.279,0.721,179
179,BBCWorld,"Turkey is holding early elections so why does it matter? 🇹🤔
Here's the BBC's Turkey correspondent @marklowen on wha… https://t.co/s8deGwPfGA",2018-06-08 09:12:06+00:00,0.0258,0.055,0.0,0.945,180
180,BBCWorld,Austria to shut seven 'political' mosques and expel imams https://t.co/40EAL3221A,2018-06-08 09:07:25+00:00,-0.4404,0.0,0.244,0.756,181
181,BBCWorld,Making food crops that feed themselves https://t.co/L4gtmnZYwq,2018-06-08 08:57:48+00:00,0.0,0.0,0.0,1.0,182
182,BBCWorld,"RT @BBC_HaveYourSay: ""My name is Michael Patterson, sir. Thank you for delivering me."" 

https://t.co/4ktgD2zmIx",2018-06-08 07:26:35+00:00,0.3612,0.161,0.0,0.839,183
183,BBCWorld,Tariffs and Trump: War of words ahead of G7 summit https://t.co/biWNYzibei,2018-06-08 07:04:28+00:00,-0.5994,0.0,0.281,0.719,184
184,BBCWorld,"RT @BBCStreeter: France has banned mobile phones in schools, should other countries do the same? On #bbcbizlive ⁦⁦@BBCBusiness⁩ we want to…",2018-06-08 07:04:00+00:00,-0.4019,0.056,0.129,0.815,185
185,BBCWorld,Australia indigenous treaties: Historic steps 'beginning of journey' https://t.co/xCgiEZ6arL,2018-06-08 06:21:39+00:00,0.0,0.0,0.0,1.0,186
186,BBCWorld,Big fight to bring arm wrestling to South Africa's townships https://t.co/Fj7KlFhCN2,2018-06-08 03:11:30+00:00,-0.3818,0.0,0.206,0.794,187
187,BBCWorld,Trump-Kim summit: Can you achieve peace on a plate? https://t.co/N7eeTPsyH3,2018-06-08 03:11:30+00:00,0.5423,0.304,0.0,0.696,188
188,BBCWorld,RT @BBCMaryam: French school kids are to be banned from using mobile phones on school grounds in France from Sept. Is this a good thing ? O…,2018-06-08 03:08:52+00:00,0.0964,0.115,0.102,0.783,189
189,BBCWorld,Doug Ford: Ex-Toronto mayor's brother set to be Ontario premier https://t.co/Te5Kj7pBl4,2018-06-08 02:31:17+00:00,0.0,0.0,0.0,1.0,190
190,BBCWorld,IMF agrees to loan up to $50bn for Argentina https://t.co/mE818MXK46,2018-06-08 02:10:24+00:00,0.2023,0.167,0.0,0.833,191
191,BBCWorld,Canada moves a step closer to legalising marijuana https://t.co/g31HAMjAqT,2018-06-08 01:36:11+00:00,0.0,0.0,0.0,1.0,192
192,BBCWorld,"US to send 1,600 immigration detainees to federal prisons https://t.co/JisMU9COyf",2018-06-08 01:18:43+00:00,0.0,0.0,0.0,1.0,193
193,BBCWorld,US President Donald Trump said he would consider inviting North Korea's Kim Jong-un to the White House if their sum… https://t.co/Qux6rLCASx,2018-06-08 00:33:47+00:00,0.3182,0.103,0.0,0.897,194
194,BBCWorld,UN sanctions top people smugglers in Libya in global first https://t.co/GLAS7ok1EY,2018-06-07 23:56:30+00:00,-0.1531,0.136,0.182,0.682,195
195,BBCWorld,Mexico candidate López Obrador thrives on promise of change https://t.co/629EgGPCut,2018-06-07 23:46:56+00:00,0.3182,0.204,0.0,0.796,196
196,BBCWorld,Viewpoint: Will Pakistan mend its ways on terror? https://t.co/mqPilVt63E,2018-06-07 23:44:48+00:00,-0.5267,0.0,0.298,0.702,197
197,BBCWorld,Will the G7 summit be dominated by a trade row? https://t.co/fBR7R0Ynsm,2018-06-07 23:44:46+00:00,0.0,0.0,0.0,1.0,198
198,BBCWorld,Turkey’s Erdogan faces surprise test in tight vote https://t.co/e27FsI9Mrl,2018-06-07 23:33:14+00:00,0.2732,0.208,0.0,0.792,199
199,BBCWorld,Africa's week in pictures: 1-7 June 2018 https://t.co/9kEBFNgC8G,2018-06-07 23:23:57+00:00,0.0,0.0,0.0,1.0,200
200,CBSNews,The family in charge of the Singapore hotel hosting the U.S.-North Korea summit shares Trump-like ambition… https://t.co/2CrEnrgTDN,2018-06-09 22:39:39+00:00,0.296,0.121,0.0,0.879,201
201,CBSNews,"""A lot of people in Congress are focused on what's going to happen tomorrow, not what's going to happen in 2026"": T… https://t.co/iVUotZcDZB",2018-06-09 22:19:39+00:00,0.3818,0.106,0.0,0.894,202
202,CBSNews,California Officials say wildfires last year that killed 15 are attributable to Pacific Gas &amp; Electric Co. equipmen… https://t.co/a50mKES8Ss,2018-06-09 22:19:39+00:00,-0.6705,0.0,0.2,0.8,203
203,CBSNews,The Category 4 hurricane brewing off the coast of Mexico and Baja California Sur will make for dangerous swells and… https://t.co/cWAlq5t2sx,2018-06-09 21:59:49+00:00,-0.4767,0.0,0.14,0.86,204
204,CBSNews,Buildings in the Bay Area lit up blue and gold overnight as fans celebrated the Golden State @Warriors' third NBA c… https://t.co/ec26P3ueg3,2018-06-09 21:39:56+00:00,0.5719,0.15,0.0,0.85,205
205,CBSNews,"Volkswagen's plan to end production of the iconic model won't change the love many owners have for their ""bugs""— or… https://t.co/rs7fn7GOJn",2018-06-09 21:19:31+00:00,-0.5216,0.0,0.144,0.856,206
206,CBSNews,"Toxic abuse has long been a staple of darker social-media realms, message boards and internet comments pages -- but… https://t.co/78lXrTPDdd",2018-06-09 20:59:38+00:00,-0.6369,0.0,0.189,0.811,207
207,CBSNews,"Prince George may be Britain's future king, but his cousin Savannah Phillips isn't shy about telling him to quiet d… https://t.co/RWpQeA8K3b",2018-06-09 20:40:21+00:00,0.2755,0.095,0.0,0.905,208
208,CBSNews,As this year's Puerto Rican Day Parade draws attention to the island's continued struggle in the wake of Hurricane… https://t.co/HulKjfBHpo,2018-06-09 20:19:24+00:00,-0.3182,0.0,0.108,0.892,209
209,CBSNews,A salmonella outbreak spanning eight states that infected 60 and hospitalized 31 has been connected to pre-cut melo… https://t.co/4YO6g3W7vD,2018-06-09 20:02:01+00:00,-0.4939,0.0,0.158,0.842,210
210,CBSNews,"RT @CBSSunday: TOMORROW 

Jim Parsons, best known for his work in front of the camera on @bigbangtheory &amp; on the stage in the revival of @B…",2018-06-09 19:42:37+00:00,0.6369,0.144,0.0,0.856,211
211,CBSNews,"""It is a myth that asking about suicide will cause someone to commit suicide"": Experts offer insight on interventio… https://t.co/cQwktOodtT",2018-06-09 19:39:57+00:00,-0.5106,0.093,0.19,0.717,212
212,CBSNews,"President Trump cut his G-7 attendance short to leave for the summit in Singapore, leaving other leaders to discuss… https://t.co/drnDIHeJK9",2018-06-09 19:19:51+00:00,-0.3182,0.0,0.155,0.845,213
213,CBSNews,"Shahab fled Iran after he was beaten and jailed for converting to Christianity. Now in the U.S., he’s free from all… https://t.co/0fctuXaeRS",2018-06-09 19:00:22+00:00,-0.4019,0.117,0.212,0.671,214
214,CBSNews,Russian President Vladimir Putin was caught delicately crafting dumplings Friday during his visit to China https://t.co/beLeCP6unJ,2018-06-09 18:40:11+00:00,0.1779,0.116,0.075,0.809,215
215,CBSNews,Doctors told her parents she likely wouldn't live long— then that she would never walk. This 19-year-old with cereb… https://t.co/SKziTGHEFj,2018-06-09 18:21:23+00:00,0.0,0.0,0.0,1.0,216
216,CBSNews,The 2018 Belmont Stakes is set to take place this evening -- and one horse is hoping to win the Triple Crown… https://t.co/lQDgMcPIPd,2018-06-09 18:14:56+00:00,0.765,0.239,0.0,0.761,217
217,CBSNews,"Ahead of the highly-anticipated summit with North Korea, @CBSEveningNews anchor @JeffGlor is in Singapore:… https://t.co/MnZjShPdgw",2018-06-09 17:50:04+00:00,0.0,0.0,0.0,1.0,218
218,CBSNews,"Electric cars are already here. Now, companies are looking to move the technology into another space: airplanes.… https://t.co/JhtJSzubZs",2018-06-09 17:29:57+00:00,0.0,0.0,0.0,1.0,219
219,CBSNews,RT @CBSThisMorning: .@TheTonyAwards are on @CBS tomorrow night! Here’s a look at some of the preparations ahead of Broadway’s biggest night…,2018-06-09 17:16:39+00:00,0.0,0.0,0.0,1.0,220
220,CBSNews,President Trump said it won't take long for him to tell if North Korean leader Kim Jong Un is serious about denucle… https://t.co/sKVAqhatkJ,2018-06-09 17:10:21+00:00,-0.0772,0.0,0.056,0.944,221
221,CBSNews,The family in charge of the Singapore hotel hosting the U.S.-North Korea summit shares Trump-like ambition… https://t.co/sDTZlDpuBg,2018-06-09 16:50:01+00:00,0.296,0.121,0.0,0.879,222
222,CBSNews,"Top-ranked Simona Halep wins the #FrenchOpen by defeating Sloane Stephens 3-6, 6-4, 6-1 https://t.co/en40gwzJJT https://t.co/SHLFffYyEO",2018-06-09 16:29:33+00:00,0.2732,0.192,0.135,0.674,223
223,CBSNews,"He risked his life, traveling thousands of miles to cross the U.S. border, but his journey is far from over. Stream… https://t.co/1CyQsRrk9D",2018-06-09 16:10:30+00:00,-0.1154,0.0,0.065,0.935,224
224,CBSNews,The Afghan Taliban announced a 3-day cease-fire for the Eid al-Fitr holiday at the end of the holy month of Ramadan… https://t.co/CrcHIAuFe1,2018-06-09 15:49:30+00:00,0.4019,0.119,0.0,0.881,225
225,CBSNews,"President Trump says he will ""know in the first minute"" whether North Korean leader Kim Jong Un is ""serious"" about… https://t.co/47Aqo1HEga",2018-06-09 15:41:55+00:00,0.0,0.0,0.0,1.0,226
226,CBSNews,Prince Harry and Meghan Markle joined the pageantry of the annual Trooping the Color ceremony to celebrate Queen El… https://t.co/0YsALCVVNH,2018-06-09 15:29:42+00:00,0.5719,0.163,0.0,0.837,227
227,CBSNews,WATCH: Take a look at how the coastline of Hawaii's Big Island has changed since the Kilauea volcano began erupting… https://t.co/MhZSAxyHnr,2018-06-09 15:10:07+00:00,0.0,0.0,0.0,1.0,228
228,CBSNews,4 U.S. service members who were wounded in an extremist attack in Somalia that killed one special operations soldie… https://t.co/bcEyYzRuJl,2018-06-09 14:49:49+00:00,-0.7096,0.103,0.289,0.608,229
229,CBSNews,"Reporter: How long do you think it will take you to figure out whether Kim Jong Un is serious?

President Trump: “I… https://t.co/OBU0BrL9qf",2018-06-09 14:39:43+00:00,-0.0772,0.0,0.056,0.944,230
230,CBSNews,"President Trump says the U.S. relationship with its allies ""is a 10"" following G-7 summit https://t.co/syywHUMwLG https://t.co/mtKO3vrHT7",2018-06-09 14:36:02+00:00,0.0,0.0,0.0,1.0,231
231,CBSNews,"""You know, Obama can say all he wants, but he allowed Russia to take Crimea. I may have had a much different attitu… https://t.co/E3sMsGuxnK",2018-06-09 14:31:24+00:00,0.0,0.0,0.0,1.0,232
232,CBSNews,"""Tariffs are going to come way down because we people cannot continue to do that,"" President Trump says. ""We are li… https://t.co/oU0EL8VFIN",2018-06-09 14:26:38+00:00,0.0,0.0,0.0,1.0,233
233,CBSNews,"""I think it would be an asset to have Russia back in [the G-7]. I think it would be good for the world,"" President… https://t.co/SjvNCse3XM",2018-06-09 14:23:43+00:00,0.6597,0.197,0.0,0.803,234
234,CBSNews,"""I really feel confident. I feel that Kim Jong Un wants to do something great for his people, and he has that oppor… https://t.co/vife8VEUjx",2018-06-09 14:22:36+00:00,0.8214,0.265,0.0,0.735,235
235,CBSNews,"""I will be on a mission of peace, and we will carry in, really -- in my heart, we are going to be carrying the hear… https://t.co/kAORBwtI0w",2018-06-09 14:20:16+00:00,0.5423,0.123,0.0,0.877,236
236,CBSNews,"""We want and expect other nation to provide fair market access to American exports and that we will take whatever s… https://t.co/Ss7moC0GQc",2018-06-09 14:16:38+00:00,0.3818,0.153,0.0,0.847,237
237,CBSNews,WATCH LIVE: President Trump delivers statement at G-7 summit as he prepares to head to Singapore for meeting with N… https://t.co/8ZKOqjf4qs,2018-06-09 14:14:03+00:00,0.0,0.0,0.0,1.0,238
238,CBSNews,"For more than a year, Florida failed to do national background checks that could have disqualified people from gain… https://t.co/hvt09tJdaV",2018-06-09 13:49:30+00:00,-0.7269,0.0,0.264,0.736,239
239,CBSNews,Can President Trump and Kim Jong Un end the 68-year-old Korean War? https://t.co/yJYhxdnN74 https://t.co/z54J6O7jJK,2018-06-09 13:30:03+00:00,-0.5994,0.0,0.231,0.769,240
240,CBSNews,Search teams have located the body of a woman who vanished Friday in a suspected alligator attack… https://t.co/wg7RX1ZqLv,2018-06-09 13:15:54+00:00,-0.2263,0.0,0.112,0.888,241
241,CBSNews,"""Zero trust"" between U.S. and North Korea ahead of historic summit https://t.co/2bT4TFLoUf https://t.co/8VpZ7gHoRk",2018-06-09 13:03:03+00:00,0.5106,0.216,0.0,0.784,242
242,CBSNews,"University offers $3,500 to get sick and stay in ""Hotel Influenza"" https://t.co/pHdAork3OW https://t.co/pnJwdLVXQE",2018-06-09 12:48:04+00:00,-0.5106,0.0,0.216,0.784,243
243,CBSNews,"Gloria Williams sentenced for kidnapping newborn from hospital, raising child as her own https://t.co/oQxTlSaIMO https://t.co/RPOft178nu",2018-06-09 12:33:04+00:00,-0.0258,0.0,0.073,0.927,244
244,CBSNews,"Mother, her boyfriend sentenced in boy's ""beyond animalistic"" child abuse death https://t.co/P61Ja7u7kS https://t.co/1OI79KPaIj",2018-06-09 12:18:04+00:00,-0.8481,0.0,0.479,0.521,245
245,CBSNews,Former Senate Intel staffer accused of lying to FBI makes first court appearance https://t.co/Ci68UqgVxb https://t.co/tLQ2bY4iDB,2018-06-09 12:03:04+00:00,-0.6808,0.0,0.301,0.699,246
246,CBSNews,Teen escorted from U.S. by ICE slain soon after in Mexico: Report https://t.co/JWiopRQHMA https://t.co/QDGXtfRMjl,2018-06-09 11:48:03+00:00,0.0,0.0,0.0,1.0,247
247,CBSNews,Fox News' Charles Krauthammer says he has weeks to live https://t.co/4HPbRwLsAc https://t.co/wz1UiswLri,2018-06-09 11:33:03+00:00,0.0,0.0,0.0,1.0,248
248,CBSNews,Palestinians killed in protest near Israel-Gaza border https://t.co/DhtoKuJN9x https://t.co/qGbxFIUtK2,2018-06-09 11:18:03+00:00,-0.7579,0.0,0.481,0.519,249
249,CBSNews,Group photo masks underlying tension at G-7 summit https://t.co/gWeG8c22fI https://t.co/2Aqe8J9lyH,2018-06-09 11:03:05+00:00,-0.3182,0.0,0.204,0.796,250
250,CBSNews,"Mom in ""affluenza"" case in Texas jail after positive drug test https://t.co/BdS7ls5VfD https://t.co/07u57WLNPp",2018-06-09 10:48:04+00:00,0.5574,0.231,0.0,0.769,251
251,CBSNews,Stars react to Anthony Bourdain's death https://t.co/XaqFFj4SOP https://t.co/i6KvwcoZeI,2018-06-09 10:33:04+00:00,-0.5994,0.0,0.358,0.642,252
252,CBSNews,$315M Powerball Jackpot winner comes forward https://t.co/ld8gpKWB2g https://t.co/MDyi8AsNCn,2018-06-09 10:18:05+00:00,0.5859,0.352,0.0,0.648,253
253,CBSNews,Former security chief for Senate Intelligence Committee indicted https://t.co/WWaotj7p68 https://t.co/XSkfk4QC4s,2018-06-09 10:03:05+00:00,0.6705,0.407,0.0,0.593,254
